p_code,vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
W-LUM-50-002,Ajigara,0.009360845,0.053124036,6.835720944,6.642246642,6.738983793,0.149646598,0.306913369,Low
E-SAG-12-016,Harkapur,0.020944445,0.026428746,6.218955197,5.83028083,6.024618014,0.149402654,0.306413058,Low
W-LUM-48-054,Rakachuli,0.015308457,0.047711166,5.60905413,3.507326007,4.558190069,0.149318848,0.306241179,Low
E-KOS-05-059,Takuwa,0.006010638,0.079768067,5.098350931,8.766788767,6.932569849,0.149238649,0.306076698,Low
E-SAG-15-025,Boriya,0.016991266,0.049710237,1.169383003,6.666666667,3.918024835,0.14902058,0.305629455,Low
E-SAG-15-077,Mainasahasrabahu,0.020261213,0.041488416,1.169383003,6.666666667,3.918024835,0.14878295,0.305142094,Low
E-SAG-14-016,Jogidaha,0.01459481,0.068327228,2.563173352,4.041514042,3.302343697,0.148777813,0.305131559,Low
E-SAG-15-068,Koiladi,0.017345942,0.04841853,1.169383003,6.666666667,3.918024835,0.148739241,0.305052451,Low
W-LUM-47-037,Khaliban,0.013489859,0.060607738,5.31827831,2.664835165,3.991556738,0.148328952,0.304210981,Low
M-RAP-56-010,Gangaparaspur,0.005239289,0.112481073,5.405470571,5.622710623,5.514090597,0.148118253,0.303778853,Low
E-SAG-12-041,Raniban,0.028167366,0.019006554,6.218955197,5.83028083,6.024618014,0.147749621,0.303022819,Low
W-LUM-50-052,Milmi,0.009309134,0.051329997,6.835720944,6.642246642,6.738983793,0.147669786,0.302859083,Low
E-KOS-06-052,Tanamuna,0.009634725,0.059818361,5.040702255,6.062271062,5.551486659,0.147353698,0.302210811,Low
E-SAG-15-057,Kabilash,0.020203247,0.040350483,1.169383003,6.666666667,3.918024835,0.14726935,0.30203782,Low
E-SAG-15-066,Ko. Madhepura,0.017247229,0.04723959,1.169383003,6.666666667,3.918024835,0.147241719,0.301981152,Low
W-LUM-48-027,Hupsekot,0.018522809,0.037736313,5.60905413,3.507326007,4.558190069,0.147147509,0.301787934,Low
E-SAG-12-019,Kalikadevi,0.025205353,0.020872354,6.218955197,5.83028083,6.024618014,0.146891921,0.301263743,Low
E-KOS-05-001,Amahibariyati,0.007004882,0.064882675,5.098350931,8.766788767,6.932569849,0.146602464,0.300670091,Low
W-LUM-50-013,Bhalubari,0.009346231,0.050007535,6.835720944,6.642246642,6.738983793,0.146584749,0.300633757,Low
E-SAG-15-112,Theliya,0.01239302,0.0647289,1.169383003,6.666666667,3.918024835,0.146480853,0.300420675,Low
E-SAG-12-010,Bilandu,0.021964674,0.023691557,6.218955197,5.83028083,6.024618014,0.146357829,0.300168362,Low
E-SAG-14-036,Sundarpur,0.016282765,0.058157594,2.563173352,4.041514042,3.302343697,0.146235321,0.299917109,Low
W-LUM-50-012,Bhagwanpur,0.007673427,0.06037195,6.835720944,6.642246642,6.738983793,0.146152529,0.299747309,Low
M-BHE-57-025,Kohalpur,0.001141524,0.36925408,6.604694962,8.174603175,7.389649068,0.146042075,0.299520776,Low
E-SAG-15-100,Rampurjamuwa,0.01909629,0.041580681,1.169383003,6.666666667,3.918024835,0.145983105,0.299399834,Low
E-SAG-15-015,Bathanaha,0.015287243,0.051371004,1.169383003,6.666666667,3.918024835,0.145447012,0.298300349,Low
E-SAG-15-111,Terahota,0.014557847,0.053616115,1.169383003,6.666666667,3.918024835,0.145150953,0.297693156,Low
E-SAG-15-018,Bhagawatpur,0.015066543,0.051483772,1.169383003,6.666666667,3.918024835,0.144849518,0.297074936,Low
E-KOS-05-018,Dangraha,0.007802846,0.055871477,5.098350931,8.766788767,6.932569849,0.144581418,0.296525085,Low
E-SAG-12-020,Kaptigaun(Khigikati),0.029866071,0.016689682,6.218955197,5.83028083,6.024618014,0.144273053,0.295892652,Low
W-LUM-47-059,Siluwa,0.014686248,0.051135216,5.31827831,2.664835165,3.991556738,0.144186439,0.295715014,Low
W-LUM-50-061,Ramnagar,0.007676881,0.057901303,6.835720944,6.642246642,6.738983793,0.144152616,0.295645645,Low
E-KOS-05-022,Haraicha,0.006485882,0.06647168,5.098350931,8.766788767,6.932569849,0.144045593,0.295426149,Low
E-SAG-15-095,Portaha,0.014176085,0.053093281,1.169383003,6.666666667,3.918024835,0.143401718,0.294105612,Low
E-SAG-14-030,Risku,0.011032557,0.080567695,2.563173352,4.041514042,3.302343697,0.143181353,0.293653661,Low
E-SAG-15-115,Trikola,0.014012831,0.053308565,1.169383003,6.666666667,3.918024835,0.143041927,0.29336771,Low
W-GAN-40-012,Ghachok,0.028205561,0.027751209,7.442214042,0,3.721107021,0.14281142,0.292894958,Low
E-SAG-15-105,Sankarpura,0.016542562,0.044891963,1.169383003,6.666666667,3.918024835,0.142762074,0.292793752,Low
E-SAG-15-035,Didhawa,0.017033624,0.043559249,1.169383003,6.666666667,3.918024835,0.142720013,0.29270749,Low
E-KOS-05-006,Baijanathpur,0.007243815,0.05781929,5.098350931,8.766788767,6.932569849,0.142663031,0.292590624,Low
E-KOS-05-062,Tetariya,0.00700639,0.059490309,5.098350931,8.766788767,6.932569849,0.142433317,0.292119498,Low
M-RAP-56-009,Gadhawa,0.004424374,0.117176327,5.405470571,5.622710623,5.514090597,0.141923793,0.291074504,Low
W-LUM-50-009,Basantapur,0.012717177,0.03329735,6.835720944,6.642246642,6.738983793,0.141839852,0.290902348,Low
M-RAP-56-023,Narayanpur,0.003031386,0.170546403,5.405470571,5.622710623,5.514090597,0.141792275,0.290804772,Low
E-KOS-05-055,Sisabanibadahara,0.008144327,0.050417601,5.098350931,8.766788767,6.932569849,0.141724153,0.290665059,Low
W-LUM-50-016,Bishunpur,0.008136201,0.05184258,6.835720944,6.642246642,6.738983793,0.141655758,0.290524787,Low
W-GAN-39-016,Chinnebas,0.011506676,0.048726079,5.197232131,4.877899878,5.037566005,0.141354846,0.28990764,Low
E-SAG-15-060,Kamalpur,0.013147542,0.054682286,1.169383003,6.666666667,3.918024835,0.141227565,0.289646596,Low
W-GAN-39-029,Kichnas,0.011282159,0.049546211,5.197232131,4.877899878,5.037566005,0.141212933,0.289616586,Low
E-SAG-15-056,Joginiya-2,0.015563299,0.046019644,1.169383003,6.666666667,3.918024835,0.141049225,0.289280834,Low
E-SAG-15-055,Joginiya-1,0.015670815,0.045537817,1.169383003,6.666666667,3.918024835,0.140878155,0.288929985,Low
W-LUM-50-051,Manpur,0.010282035,0.04032998,6.835720944,6.642246642,6.738983793,0.140853346,0.288879102,Low
E-KOS-05-029,Jhorahat,0.007253373,0.055225623,5.098350931,8.766788767,6.932569849,0.140558885,0.288275186,Low
W-LUM-47-046,Mityal,0.015321636,0.045199512,5.31827831,2.664835165,3.991556738,0.140343962,0.287834396,Low
E-KOS-06-022,Gautampur,0.011938769,0.041549926,5.040702255,6.062271062,5.551486659,0.140167192,0.287471855,Low
E-SAG-15-072,Lohajara,0.012303852,0.057101675,1.169383003,6.666666667,3.918024835,0.140147614,0.287431702,Low
E-KOS-06-048,Simariya,0.008886766,0.055533173,5.040702255,6.062271062,5.551486659,0.139927104,0.286979453,Low
E-SAG-15-087,Odraha,0.015146276,0.046070902,1.169383003,6.666666667,3.918024835,0.139829862,0.286780017,Low
E-SAG-15-046,Hariharpur,0.014672237,0.04748563,1.169383003,6.666666667,3.918024835,0.139757537,0.286631684,Low
E-SAG-15-103,Rupnagar,0.013109782,0.052919003,1.169383003,6.666666667,3.918024835,0.139559081,0.286224667,Low
W-GAN-39-054,Sworek,0.01013937,0.053103532,5.197232131,4.877899878,5.037566005,0.13946066,0.286022813,Low
E-SAG-15-098,Ramnagar,0.026561649,0.026028932,1.169383003,6.666666667,3.918024835,0.139398957,0.285896265,Low
M-RAP-56-031,Satbariya,0.003577176,0.137064523,5.405470571,5.622710623,5.514090597,0.139309191,0.285712162,Low
E-SAG-15-065,Khokhsarparbaha,0.014648699,0.046911538,1.169383003,6.666666667,3.918024835,0.139117566,0.285319154,Low
E-SAG-15-003,Badagama,0.014431519,0.047598398,1.169383003,6.666666667,3.918024835,0.139098951,0.285280977,Low
W-GAN-39-013,Chapakot,0.011039571,0.048203245,5.197232131,4.877899878,5.037566005,0.138915189,0.284904096,Low
E-SAG-15-048,Inarwa,0.01700688,0.040165954,1.169383003,6.666666667,3.918024835,0.13884065,0.284751222,Low
W-LUM-50-077,Udayapur,0.0091408,0.043446481,6.835720944,6.642246642,6.738983793,0.138838873,0.284747577,Low
W-GAN-38-036,Raipur,0.012519072,0.040627278,6.434894278,4.044566545,5.239730411,0.138643528,0.284346941,Low
W-GAN-37-039,Maling,0.046008871,0.012548016,5.97793252,3.199023199,4.58847786,0.138365695,0.283777127,Low
E-SAG-15-011,Baramajhiya,0.013988261,0.047977709,1.169383003,6.666666667,3.918024835,0.138024699,0.28307777,Low
W-LUM-50-067,Shipanagar,0.007928837,0.048941364,6.835720944,6.642246642,6.738983793,0.13777169,0.282558869,Low
M-BHE-57-034,Phatepur,0.002019606,0.173939698,6.604694962,8.174603175,7.389649068,0.137434706,0.281867741,Low
W-GAN-39-019,DarsingDahathum,0.007602317,0.067640368,5.197232131,4.877899878,5.037566005,0.137338057,0.281669523,Low
W-GAN-40-003,Bhachok,0.044934383,0.015490239,7.442214042,0,3.721107021,0.137331349,0.281655765,Low
E-SAG-12-043,Rawadolu,0.026525732,0.015920808,6.218955197,5.83028083,6.024618014,0.136517188,0.279985985,Low
W-GAN-40-027,Mauja,0.047571126,0.014342054,7.442214042,0,3.721107021,0.136419248,0.279785118,Low
W-LUM-50-046,Lalpur,0.009300763,0.040288973,6.835720944,6.642246642,6.738983793,0.136175733,0.279285688,Low
W-GAN-39-040,Pauwegaude,0.016959893,0.029555499,5.197232131,4.877899878,5.037566005,0.136173954,0.279282038,Low
E-SAG-15-009,Banaula,0.018523605,0.034732581,1.169383003,6.666666667,3.918024835,0.136095338,0.279120804,Low
W-GAN-39-004,Arukharka,0.014354184,0.034824845,5.197232131,4.877899878,5.037566005,0.136049249,0.279026278,Low
E-SAG-15-034,Dhodhanpur,0.010648201,0.060115659,1.169383003,6.666666667,3.918024835,0.135865862,0.278650166,Low
W-GAN-40-020,Lahachok,0.020973264,0.032077404,7.442214042,0,3.721107021,0.135783126,0.27848048,Low
C-JAN-20-044,Ratnawati,0.015072994,0.028140772,5.191504838,6.547619048,5.869561943,0.135533631,0.277968787,Low
E-SAG-12-023,KhijiChandeshwori.,0.03112348,0.01325538,6.218955197,5.83028083,6.024618014,0.135457571,0.277812793,Low
E-SAG-12-005,Baruneshwor,0.011758734,0.034732581,6.218955197,5.83028083,6.024618014,0.135002676,0.276879841,Low
E-SAG-15-114,Tilathi,0.016655561,0.037151969,1.169383003,6.666666667,3.918024835,0.134339203,0.275519109,Low
E-SAG-15-071,Launiya,0.017042755,0.036075546,1.169383003,6.666666667,3.918024835,0.134052002,0.274930082,Low
E-SAG-15-013,Basbalpur,0.018997078,0.03230294,1.169383003,6.666666667,3.918024835,0.133967262,0.274756287,Low
W-LUM-50-007,Baraipur,0.010281421,0.034558303,6.835720944,6.642246642,6.738983793,0.13378271,0.274377785,Low
E-SAG-15-014,Basbiti,0.01624626,0.037582539,1.169383003,6.666666667,3.918024835,0.133742335,0.27429498,Low
E-SAG-15-051,Jagatpur,0.012730357,0.047659908,1.169383003,6.666666667,3.918024835,0.133460778,0.273717529,Low
W-LUM-47-065,Wakamalang,0.019562729,0.030385882,5.31827831,2.664835165,3.991556738,0.133377078,0.273545867,Low
W-GAN-41-003,Dharapani,0.063235047,0.010374667,4.443272456,2.753357753,3.598315105,0.133150786,0.27308176,Low
W-GAN-39-024,Jagatradevi,0.005236146,0.08918933,5.197232131,4.877899878,5.037566005,0.132999031,0.272770523,Low
E-SAG-15-036,Diman,0.013653155,0.043907805,1.169383003,6.666666667,3.918024835,0.132927235,0.272623275,Low
E-KOS-05-044,Necha,0.007944121,0.042646852,5.098350931,8.766788767,6.932569849,0.132925725,0.272620177,Low
E-SAG-15-038,Farseth,0.016551065,0.03603454,1.169383003,6.666666667,3.918024835,0.132699934,0.272157097,Low
W-GAN-40-037,Saimarang,0.052266291,0.012004679,7.442214042,0,3.721107021,0.132662485,0.272080294,Low
E-SAG-15-093,Pipra(Purba),0.013166673,0.045096996,1.169383003,6.666666667,3.918024835,0.132504395,0.271756064,Low
E-SAG-15-031,Deurimaruwa,0.017350667,0.034148237,1.169383003,6.666666667,3.918024835,0.132408912,0.271560234,Low
W-GAN-39-034,Malyangkot,0.009596247,0.048018715,5.197232131,4.877899878,5.037566005,0.132406988,0.271556289,Low
W-GAN-37-010,Bhoje,0.024400507,0.020421281,5.97793252,3.199023199,4.58847786,0.131739747,0.270187831,Low
E-KOS-06-046,Sahebgunj,0.009799499,0.041662694,5.040702255,6.062271062,5.551486659,0.131357088,0.269403027,Low
E-SAG-15-109,Sitapur,0.013669773,0.04225729,1.169383003,6.666666667,3.918024835,0.131293545,0.269272705,Low
M-RAP-56-011,Gobardiya,0.002608538,0.157075738,5.405470571,5.622710623,5.514090597,0.131218,0.269117768,Low
E-KOS-05-036,Lakhantari,0.007234116,0.045035486,5.098350931,8.766788767,6.932569849,0.131203331,0.269087684,Low
W-GAN-39-038,Pakwadi,0.00733,0.061079314,5.197232131,4.877899878,5.037566005,0.131141342,0.268960548,Low
W-GAN-39-018,Chitrebhanjyang,0.012232117,0.036403599,5.197232131,4.877899878,5.037566005,0.130904799,0.268475418,Low
W-LUM-50-068,Shivagadhi,0.005091936,0.06509796,6.835720944,6.642246642,6.738983793,0.130721863,0.268100231,Low
M-RAP-56-028,Rajpur,0.002844447,0.141390718,5.405470571,5.622710623,5.514090597,0.130405996,0.267452412,Low
E-KOS-05-042,Motipur,0.006401798,0.049125893,5.098350931,8.766788767,6.932569849,0.129668819,0.26594052,Low
E-KOS-06-010,Bhaluwa,0.008908435,0.044082083,5.040702255,6.062271062,5.551486659,0.129665453,0.265933616,Low
W-LUM-50-071,Sirsihawa,0.007773369,0.041478165,6.835720944,6.642246642,6.738983793,0.129521267,0.265637901,Low
W-GAN-39-056,Thuladihi,0.013037118,0.033061562,5.197232131,4.877899878,5.037566005,0.129491693,0.265577249,Low
W-GAN-39-035,Manakamana,0.009415904,0.044953473,5.197232131,4.877899878,5.037566005,0.128710906,0.263975916,Low
E-KOS-06-039,Panchakanya,0.002171462,0.173263089,5.040702255,6.062271062,5.551486659,0.127826978,0.262163048,Low
W-GAN-39-037,Oraste,0.011406151,0.03603454,5.197232131,4.877899878,5.037566005,0.127455802,0.261401796,Low
E-KOS-05-003,Amgachhi,0.005594082,0.05333932,5.098350931,8.766788767,6.932569849,0.12741587,0.261319898,Low
M-RAP-56-032,Saudiyar,0.002997946,0.124055183,5.405470571,5.622710623,5.514090597,0.127048892,0.260567256,Low
W-GAN-39-057,Thumpokhara,0.007366987,0.055256378,5.197232131,4.877899878,5.037566005,0.127046985,0.260563345,Low
E-SAG-12-055,Ubu,0.010849097,0.031267524,6.218955197,5.83028083,6.024618014,0.126903092,0.260268231,Low
W-LUM-50-037,Jawabhari,0.008654509,0.034773587,6.835720944,6.642246642,6.738983793,0.126579134,0.25960382,Low
E-SAG-12-053,Thoksel,0.012102252,0.027556428,6.218955197,5.83028083,6.024618014,0.126184557,0.258794574,Low
E-KOS-05-025,Hoklabari,0.005837183,0.049515456,5.098350931,8.766788767,6.932569849,0.1260703,0.258560241,Low
E-SAG-12-008,Bhussinga,0.020432055,0.016218106,6.218955197,5.83028083,6.024618014,0.125915897,0.258243573,Low
E-SAG-12-026,Kuntadevi,0.013331066,0.024778231,6.218955197,5.83028083,6.024618014,0.12578289,0.257970785,Low
E-KOS-10-008,Bhojpur,0.005361899,0.076333765,4.667106139,5.045787546,4.856446842,0.125733589,0.257869673,Low
C-JAN-20-048,Solpathana,0.015041779,0.022502366,5.191504838,6.547619048,5.869561943,0.125712275,0.25782596,Low
E-SAG-13-013,Buipa,0.009430878,0.046521975,4.999627576,3.959096459,4.479362018,0.125258961,0.256896249,Low
W-GAN-37-030,Gilunng,0.026494327,0.015982318,5.97793252,3.199023199,4.58847786,0.124782523,0.255919113,Low
E-SAG-15-043,Goithi,0.012675382,0.038453929,1.169383003,6.666666667,3.918024835,0.124067012,0.254451655,Low
E-SAG-15-033,Dharampur,0.008567778,0.056845384,1.169383003,6.666666667,3.918024835,0.124034795,0.254385581,Low
W-GAN-40-010,Dhikurpokhari,0.006828715,0.075021554,7.442214042,0,3.721107021,0.123993542,0.254300975,Low
E-SAG-11-029,Salleri,0.011317498,0.067558355,1.908867654,3.058608059,2.483737856,0.123835477,0.253976796,Low
M-RAP-56-022,Manpur,0.002250842,0.152380484,5.405470571,5.622710623,5.514090597,0.123665752,0.253628704,Low
W-GAN-40-006,Chapakot,0.018581725,0.027033594,7.442214042,0,3.721107021,0.123183912,0.252640488,Low
E-SAG-12-028,Mamkha,0.009513422,0.03236445,6.218955197,5.83028083,6.024618014,0.12286971,0.251996083,Low
E-SAG-15-053,Jandaul,0.010472191,0.044697182,1.169383003,6.666666667,3.918024835,0.122403815,0.25104057,Low
W-LUM-50-062,Purusottampur,0.008324783,0.032282437,6.835720944,6.642246642,6.738983793,0.121892752,0.24999242,Low
E-KOS-05-052,Sidharaha,0.007027284,0.036998195,5.098350931,8.766788767,6.932569849,0.121699116,0.249595289,Low
W-GAN-39-030,Kuwakot,0.008451819,0.042236786,5.197232131,4.877899878,5.037566005,0.1216057,0.2494037,Low
E-SAG-12-009,Bigutar,0.013464091,0.022112803,6.218955197,5.83028083,6.024618014,0.121502006,0.24919103,Low
W-LUM-47-032,Jhirubas,0.013965368,0.032056901,5.31827831,2.664835165,3.991556738,0.121349711,0.248878685,Low
W-GAN-39-052,ShreekrishnaGandaki,0.003900062,0.09036827,5.197232131,4.877899878,5.037566005,0.121088458,0.248342877,Low
E-SAG-12-011,Chyanam,0.01038572,0.028325301,6.218955197,5.83028083,6.024618014,0.12101714,0.248196608,Low
W-GAN-39-002,Arjun Chaupari,0.005406035,0.064657139,5.197232131,4.877899878,5.037566005,0.120755064,0.247659111,Low
W-GAN-39-041,Pelakot,0.005924831,0.058926468,5.197232131,4.877899878,5.037566005,0.120707905,0.247562392,Low
E-SAG-13-024,Diktel,0.004305677,0.090901356,4.999627576,3.959096459,4.479362018,0.120580199,0.247300476,Low
M-BHE-57-005,Bejapur,0.001890429,0.125377645,6.604694962,8.174603175,7.389649068,0.120540999,0.247220081,Low
E-SAG-15-076,Mainakaderi,0.013584872,0.032866781,1.169383003,6.666666667,3.918024835,0.120492487,0.247120587,Low
E-KOS-05-047,Pokhariya,0.007401434,0.033953455,5.098350931,8.766788767,6.932569849,0.120327449,0.246782107,Low
E-SAG-12-027,Madhavpur,0.01141673,0.025290814,6.218955197,5.83028083,6.024618014,0.120266503,0.246657112,Low
W-DHA-45-011,Binun,0.004000199,0.065764317,8.303290622,4.761904762,6.532597692,0.11978045,0.245660255,Low
E-KOS-05-039,Mahadewa,0.004655941,0.053175294,5.098350931,8.766788767,6.932569849,0.119730244,0.245557287,Low
E-SAG-12-029,Manebhanjyang,0.008781388,0.031564822,6.218955197,5.83028083,6.024618014,0.11864024,0.243321774,Low
E-SAG-12-004,Barnalu,0.009467503,0.029176188,6.218955197,5.83028083,6.024618014,0.118503496,0.243041324,Low
E-MEC-04-050,Topgachchi,0.004141521,0.245485943,1.614202994,1.623931624,1.619067309,0.118072968,0.242158344,Low
E-SAG-12-039,Ragadeep,0.012751165,0.020903109,6.218955197,5.83028083,6.024618014,0.11710176,0.240166473,Low
E-SAG-14-035,Sirise,0.010655808,0.045199512,2.563173352,4.041514042,3.302343697,0.116729549,0.239403098,Lowest
W-LUM-47-024,Galdha,0.010141131,0.039202299,5.31827831,2.664835165,3.991556738,0.116639794,0.239219017,Lowest
M-RAP-56-007,Dhikpur,0.002538692,0.113106423,5.405470571,5.622710623,5.514090597,0.116553066,0.239041145,Lowest
W-DHA-45-016,Burtiwang,0.002684434,0.089917197,8.303290622,4.761904762,6.532597692,0.116393079,0.238713024,Lowest
M-RAP-56-002,Bela,0.002479542,0.115279773,5.405470571,5.622710623,5.514090597,0.116376733,0.2386795,Lowest
W-GAN-37-013,Bhujung,0.022085869,0.015438981,5.97793252,3.199023199,4.58847786,0.116091543,0.238094598,Lowest
E-SAG-12-052,Thakle,0.008918085,0.028991658,6.218955197,5.83028083,6.024618014,0.115919918,0.237742607,Lowest
W-GAN-39-014,Chhangchhangdi,0.010594984,0.029155685,5.197232131,4.877899878,5.037566005,0.115881675,0.237664176,Lowest
M-RAP-56-020,Laxmipur,0.00199499,0.140703858,5.405470571,5.622710623,5.514090597,0.11567518,0.23724067,Lowest
M-RAP-56-008,Duruwa,0.00207941,0.133056129,5.405470571,5.622710623,5.514090597,0.115119695,0.236101414,Lowest
W-LUM-47-025,Gejha,0.006980583,0.054097942,5.31827831,2.664835165,3.991556738,0.114658147,0.235154815,Lowest
W-LUM-47-001,Archale,0.014410655,0.026090442,5.31827831,2.664835165,3.991556738,0.114490423,0.234810826,Lowest
E-MEC-04-033,Lakhanpur,0.004402565,0.209328384,1.614202994,1.623931624,1.619067309,0.11427019,0.234359146,Lowest
E-SAG-12-018,Jyamire,0.011335409,0.021795002,6.218955197,5.83028083,6.024618014,0.114175926,0.234165818,Lowest
W-GAN-37-061,Uttarkanya,0.028668714,0.011194799,5.97793252,3.199023199,4.58847786,0.113770862,0.233335065,Lowest
M-RAP-56-003,Bijauri,0.001839592,0.142723432,5.405470571,5.622710623,5.514090597,0.113126288,0.232013094,Lowest
E-SAG-12-022,Ketuke,0.007954577,0.02956575,6.218955197,5.83028083,6.024618014,0.112316917,0.230353138,Lowest
M-BHE-57-039,Rajhena,0.000712249,0.268162587,6.604694962,8.174603175,7.389649068,0.112172053,0.230056033,Lowest
W-LUM-47-034,Jyamire,0.009187963,0.038484684,5.31827831,2.664835165,3.991556738,0.112171663,0.230055234,Lowest
W-GAN-39-058,Tindobate,0.00591103,0.04711657,5.197232131,4.877899878,5.037566005,0.111948738,0.22959803,Lowest
E-MEC-03-006,Chulachuli,0.002792958,0.177599536,2.448805493,3.192918193,2.820861843,0.111848287,0.229392015,Lowest
W-GAN-39-028,Khilungdeurali,0.006261368,0.044328122,5.197232131,4.877899878,5.037566005,0.111820933,0.229335913,Lowest
E-KOS-05-028,Jante,0.002421488,0.082823058,5.098350931,8.766788767,6.932569849,0.111611588,0.228906564,Lowest
E-SAG-11-030,Salyan,0.010742992,0.051924593,1.908867654,3.058608059,2.483737856,0.111481132,0.228639009,Lowest
E-SAG-12-017,Jantarkhani,0.012590741,0.018063402,6.218955197,5.83028083,6.024618014,0.111069153,0.227794071,Lowest
W-GAN-39-011,BiruwaArchale,0.009209067,0.029319711,5.197232131,4.877899878,5.037566005,0.110798024,0.227238008,Lowest
E-SAG-14-039,Tawashree,0.006944507,0.058946971,2.563173352,4.041514042,3.302343697,0.110571125,0.226772657,Lowest
M-RAP-56-041,Urahari,0.001852933,0.131846434,5.405470571,5.622710623,5.514090597,0.11044193,0.226507687,Lowest
E-SAG-11-011,Goli,0.023474908,0.02284067,1.908867654,3.058608059,2.483737856,0.110020302,0.225642961,Lowest
E-SAG-12-044,Rumjatar,0.007953493,0.027751209,6.218955197,5.83028083,6.024618014,0.109965498,0.225530562,Lowest
E-SAG-11-033,Tapting,0.025736309,0.020769837,1.908867654,3.058608059,2.483737856,0.109907763,0.225412152,Lowest
W-GAN-39-023,Jagatbhanjyang,0.00774596,0.033932952,5.197232131,4.877899878,5.037566005,0.109809325,0.225210264,Lowest
M-RAP-56-038,Tarigaun,0.0020896,0.114152091,5.405470571,5.622710623,5.514090597,0.10956545,0.224710096,Lowest
W-GAN-37-046,Pasagaun,0.016449254,0.01736629,5.97793252,3.199023199,4.58847786,0.109439466,0.224451712,Lowest
W-DHA-45-041,Nisi,0.002735689,0.072345874,8.303290622,4.761904762,6.532597692,0.108940354,0.223428074,Lowest
M-RAP-56-015,Hapur,0.001674172,0.13854076,5.405470571,5.622710623,5.514090597,0.108546833,0.222620993,Lowest
E-SAG-15-042,Gobargadha,0.017776787,0.0183607,1.169383003,6.666666667,3.918024835,0.108543352,0.222613853,Lowest
E-SAG-11-019,Kureng,0.013847625,0.036926433,1.908867654,3.058608059,2.483737856,0.108294434,0.222103343,Lowest
M-BHE-57-020,Kanchanapur,0.001889711,0.090809091,6.604694962,8.174603175,7.389649068,0.108238777,0.221989195,Lowest
M-BHE-57-029,Matahiya,0.002149265,0.079347749,6.604694962,8.174603175,7.389649068,0.108014677,0.221529583,Lowest
W-GAN-40-011,Dhital,0.011874095,0.028509831,7.442214042,0,3.721107021,0.107999673,0.221498811,Lowest
E-SAG-11-006,Chaulakharka,0.024564458,0.020626314,1.908867654,3.058608059,2.483737856,0.107963807,0.221425252,Lowest
E-KOS-09-017,Makalu,0.007501218,0.039591861,3.211651175,5.231990232,4.221820704,0.107831547,0.221153997,Lowest
W-GAN-39-045,Rangvang,0.008387589,0.029473486,5.197232131,4.877899878,5.037566005,0.107587825,0.220654142,Lowest
W-GAN-39-039,Panchamul,0.005233885,0.047167829,5.197232131,4.877899878,5.037566005,0.107538408,0.220552793,Lowest
W-LUM-47-015,Chirtungdhara,0.007119932,0.043733527,5.31827831,2.664835165,3.991556738,0.107517103,0.220509098,Lowest
E-SAG-11-005,Bung,0.010788322,0.046337445,1.908867654,3.058608059,2.483737856,0.107480723,0.220434485,Lowest
W-DHA-45-038,Malm,0.003992246,0.04736261,8.303290622,4.761904762,6.532597692,0.107295028,0.220053639,Lowest
W-LUM-46-074,Tamghas,0.001607205,0.152185702,6.738115437,3.333333333,5.035724385,0.107193648,0.219845717,Lowest
E-SAG-14-033,ShorungChabise,0.009623933,0.038494935,2.563173352,4.041514042,3.302343697,0.106952962,0.219352089,Lowest
E-SAG-11-007,Chaurikharka,0.012933185,0.038023359,1.908867654,3.058608059,2.483737856,0.106894144,0.219231458,Lowest
W-GAN-39-043,Pidikhola,0.00475272,0.050807163,5.197232131,4.877899878,5.037566005,0.10674871,0.218933185,Lowest
M-RAP-56-029,Rampur,0.001682744,0.129457801,5.405470571,5.622710623,5.514090597,0.106301667,0.218016334,Lowest
W-LUM-47-050,Pipaldada,0.005727089,0.052119374,5.31827831,2.664835165,3.991556738,0.106012843,0.217423979,Lowest
W-GAN-39-007,BenethokDeurali,0.006466782,0.036352341,5.197232131,4.877899878,5.037566005,0.105798727,0.216984845,Lowest
W-GAN-40-024,Lwangghale,0.007367911,0.043169686,7.442214042,0,3.721107021,0.105778758,0.21694389,Lowest
W-LUM-47-026,Gothadi,0.006342769,0.046727008,5.31827831,2.664835165,3.991556738,0.105762017,0.216909554,Lowest
W-LUM-47-056,Sahalkot,0.014424004,0.020380275,5.31827831,2.664835165,3.991556738,0.105474156,0.216319174,Lowest
W-GAN-39-025,Kalikakot,0.005341902,0.043395223,5.197232131,4.877899878,5.037566005,0.10530594,0.215974178,Lowest
E-SAG-13-005,Bahunidanda,0.008918135,0.029094175,4.999627576,3.959096459,4.479362018,0.105139379,0.215632574,Lowest
E-SAG-12-001,Andheri (Narayansthan),0.007810295,0.024501437,6.218955197,5.83028083,6.024618014,0.104856697,0.215052814,Lowest
E-SAG-11-002,Basa,0.013833586,0.033379363,1.908867654,3.058608059,2.483737856,0.104674169,0.214678464,Lowest
E-SAG-13-025,Dikuwa,0.010130998,0.02527031,4.999627576,3.959096459,4.479362018,0.104670986,0.214671937,Lowest
W-GAN-39-036,Nibuwakharka,0.005728739,0.039725133,5.197232131,4.877899878,5.037566005,0.104660236,0.21464989,Lowest
E-SAG-12-038,Prapcha,0.015130961,0.012568519,6.218955197,5.83028083,6.024618014,0.104638952,0.214606236,Lowest
